"RCP","variables","char_freq"
"R5","Tetrnite",5
"R5","Adiahisp",5
"R5","Embeaust",5
"R5","Gossbidw",5
"R5","Plecparv",5
"R5","Scolbrau",5
"R5","Pyrrconc",5
"R5","Urtiinci",5
"R5","Leuclanc",5
"R5","Arytdiva",5
"R5","Jagepsps",5
"R5","Ripofawc",5
"R5","Hymeflav",5
"R5","Calamuel",5
"R5","Araucunn",5
"R5","Acacmela",5
"R5","Callserr",5
"R5","Melident",5
"R5","Violhede",5
"R5","baloinop",5
"R5","Acacmaid",4
"R5","Commcyan",4
"R5","Crotverr",4
"R5","Cupaparv",4
"R5","Desmvari",4
"R5","Ficurubi",4
"R5","Oleapani",4
"R5","Casucunc",4
"R5","Tropscas",4
"R5","Gahnaspe",4
"R5","Alocbris",4
"R5","Melielle",4
"R5","Sloaaust",4
"R5","Endisieb",4
"R5","Glycclan",4
"R5","Polysamb",4
"R5","Rhodrube",4
"R5","Cordpeti",4
"R5","Austblab",4
"R5","Derrinvo",4
"R5","Elatnerv",4
"R5","Uvarleic",4
"R5","Cyatleic",4
"R5","Schiovat",4
"R5","Gahnclar",4
"R5","Clemglyc",3
"R5","Alectome",3
"R5","Callsali",3
"R5","Hibiheth",3
"R5","Pellpara",3
"R5","Pratpurp",3
"R5","Poalabil",3
"R5","Solastel",3
"R5","Hodgovat",3
"R5","Cleicunn",3
"R5","Doodcaud",3
"R5","Gonooreo",3
"R5","Aneibifl",3
"R5","Dysofras",3
"R5","Hypomuel",3
"R5","Litsaust",3
"R5","Lomahyst",3
"R5","Endimuel",3
"R5","Meiosten",3
"R5","Cinnoliv",3
"R5","Clemaris",3
"R5","Eurofalf",3
"R5","Opliaemu",3
"R5","Tripcunn",3
"R5","Dendspec",3
"R5","Eucasali",3
"R5","Todebarb",3
"R5","Ottograc",3
"R5","Ruburosi",3
"R5","Sarcfalc",3
"R5","Meloaust",3
"R5","Oritexce",3
"R5","Triscoll",3
"R5","Archbeck",3
"R5","Pothlong",3
"R5","Coryinte",3
"R5","Wateflor",2
"R5","Entostri",2
"R5","Ehreacua",2
"R5","Eucamolu",2
"R5","Eucaprop",2
"R5","Melastyp",2
"R5","Myrshowi",2
"R5","Sigeorio",2
"R5","Geijsali",2
"R5","Dickanta",2
"R5","Hydrsibt",2
"R5","Elaeobov",2
"R5","Sarcsims",2
"R5","Dysorufu",2
"R5","Flinscho",2
"R5","glocsuma",2
"R5","Violbank",2
"R5","Entomarg",2
"R5","Eucagran",2
"R5","Miscpyri",2
"R5","Stelflac",2
"R5","Dodotriq",2
"R5","Homapopu",2
"R5","Meliazed",2
"R5","neolaust",2
"R5","Paraprup",2
"R5","Celasubs",2
"R5","Phylgunn",2
"R5","Solahapa",2
"R5","Siphaust",2
"R5","Ptertrem",2
"R5","Bracacer",2
"R5","Cycllong",2
"R5","Pipehehe",2
"R5","Planaust",2
"R5","Eucapipe",2
"R5","Leptpoly",2
"R5","Sticflaf",2
"R5","Jasmvolu",2
"R5","Actelind",2
"R5","Arytdist",2
"R5","Casemult",2
"R5","Dendphot",2
"R5","Ixorbeck",2
"R5","Cypetetr",2
"R5","Dendpugi",2
"R5","Seneamyg",2
"R5","Davasoli",2
"R5","Impecyli",2
"R5","Oleaargo",2
"R5","Psycdaph",2
"R5","Quinverd",2
"R5","Sloawool",2
"R5","Daphapat",2
"R5","Gahnmela",2
"R5","Blecindi",2
"R5","Cordrubr",2
"R5","Eucapilu",2
"R5","Austdulc",2
"R5","Ripodisc",2
"R5","Heriacti",2
"R5","Eucarobu",2
"R5","Drymmoor",2
"R5","Crinpedu",2
"R5","Sticloba",2
"R5","Chorlept",1
"R5","Eucasidp",1
"R5","Elatxylo",1
"R5","Ficuwatk",1
"R5","Polyaust",1
"R5","Aneiacum",1
"R5","Rhodpsid",1
"R5","denhcela",1
"R5","Citrmoor",1
"R5","Trislaur",1
"R5","Blecnudu",1
"R5","Poa.sieb",1
"R5","Endipube",1
"R5","Pollcris",1
"R5","Platsupe",1
"R5","Daviarbo",1
"R5","Denhsilv",1
"R5","Eucatere",1
"R5","Ripoalbu",1
"R5","Tooncili",1
"R5","Tremtoma",1
"R5","Blecpate",1
"R5","Apharesi",1
"R5","Carelong",1
"R5","Legnmoor",1
"R5","Lepilate",1
"R5","Oxalchno",1
"R5","Bridexal",1
"R5","Ficuobli",1
"R5","Rhysbifb",1
"R5","Acacirro",1
"R5","Cypegrac",1
"R5","Plectrid",1
"R5","Cypedisj",1
"R5","Dictbrow",1
"R5","Eucaquad",1
"R5","Dendgrac",1
"R5","Lobetrig",1
"R5","Asplpoly",1
"R5","Daphtenu",1
"R5","Fielaust",1
"R5","Geisbent",1
"R5","Ripoelse",1
"R5","Acacbina",1
"R5","Persmedi",1
"R5","Backscia",1
"R5","Acroimpe",1
"R5","Syzylueh",1
"R5","Syzyoleo",1
"R5","Anthniti",1
"R5","Acacelat",1
"R5","Denhbilo",1
"R5","Polycunn",1
"R5","Pomaaspe",1
"R5","Acacmabe",1
"R5","Pomaumbe",1
"R5","Blecwatt",1
"R5","Parsbrow",1
"R5","Eucaacme",1
"R5","Balotetr",1
"R5","Cissster",1
"R5","Lastdeco",1
"R5","Coprquad",1
"R5","Persline",1
"R5","Lophsuav",1
"R5","Lygomicr",1
"R5","Penncunn",1
"R5","Hedrporp",1
"R5","Lomasila",1
"R5","Akanbidw",1
"R5","Bankinte",1
"R5","Cordcong",1
"R5","Crypfoet",1
"R5","Heritrif",1
"R5","Opliundu",1
"R5","Pandjasm",1
"R5","Piliglab",1
"R5","Triuyoun",1
"R5","Acroaggr",1
"R5","Crypmeis",1
"R5","Atrabent",1
"R5","Syzyfran",1
"R6","Cheisies",64
"R6","Arisramo",61
"R6","Austscab",58
"R6","Notemicr",44
"R6","Cymbrefr",44
"R6","Callglau",42
"R6","Desmvari",41
"R6","Dichrepe",33
"R6","Micrstip",33
"R6","Desmbrac",26
"R6","Glyctaba",24
"R6","Lomamulm",23
"R6","Gerasola",22
"R6","Poa.sieb",20
"R6","Oleaelle",19
"R6","Eucaalbe",18
"R6","Einanuta",18
"R6","Meliurce",17
"R6","Oxalpere",16
"R6","Cypegrac",15
"R6","Elymscab",15
"R6","Calocuni",15
"R6","Dichspea",15
"R6","Austvert",14
"R6","Glycclan",14
"R6","Rumebrow",14
"R6","Themtria",14
"R6","Eucacreb",14
"R6","Hydrlaxi",13
"R6","Angoflor",13
"R6","Geijparv",12
"R6","Bracpopu",12
"R6","Pandpanp",12
"R6","Aspeconf",12
"R6","Rytirace",12
"R6","Hibbobtu",12
"R6","Eucadeal",11
"R6","Enteacic",11
"R6","Lomafili",11
"R6","Dodovisc",10
"R6","Calolapp",10
"R6","Clemglyc",10
"R6","Arisvaga",10
"R6","Dichseri",9
"R6","Lomalong",9
"R6","Cheidist",9
"R6","Daucgloc",9
"R6","Pimeneo.",9
"R6","Sidacorr",9
"R6","Acacdean",9
"R6","Beyevisc",8
"R6","Careinve",8
"R6","Eucamell",8
"R6","Urtiinci",8
"R6","Boerdomi",7
"R6","Callendl",7
"R6","Fimbdich",7
"R6","Panieffu",7
"R6","Brueaust",7
"R6","Solaesur",6
"R6","Eucablak",6
"R6","Bursspin",6
"R6","Sparjunc",6
"R6","Eucamela",6
"R6","Rubuparv",6
"R6","Acaeovin",6
"R6","Bothdecd",6
"R6","Crassieb",6
"R6","Allolueh",6
"R6","Dicemicr",6
"R6","Bothmacr",6
"R6","Cassquin",6
"R6","Einahast",6
"R6","Converub",6
"R6","Wahlcomm",5
"R6","Lepilate",5
"R6","Vittcune",5
"R6","Scuthumi",5
"R6","Oxalchno",5
"R6","Chlotrun",5
"R6","Austaris",5
"R6","Chryapic",5
"R6","Abutoxyc",5
"R6","Mairmicp",5
"R6","Chamdrum",5
"R6","Leucmuti",4
"R6","Eustlati",4
"R6","Eragleps",4
"R6","Swaigale",4
"R6","Hypegram",4
"R6","Plandebi",4
"R6","Triploli",4
"R6","Lissstri",4
"R6","Sorgleio",4
"R6","Eremdebi",4
"R6","Echicaes",4
"R6","Casucris",4
"R6","Arislept",4
"R6","Cariovat",4
"R6","Sclemuri",4
"R6","Eraglacu",4
"R6","Alphexce",4
"R6","Casucunc",3
"R6","Clemmicr",3
"R6","Pellfalc",3
"R6","Eucavimi",3
"R6","Impecyli",3
"R6","Ariscapu",3
"R6","Arthspec",3
"R6","Austdens",3
"R6","Chrysemi",3
"R6","Corrrefl",3
"R6","Psydodot",3
"R6","Sigeaust",3
"R6","Acacimpl",3
"R6","Glosbidn",3
"R6","Mentsatu",3
"R6","Sporcreb",3
"R6","Verbgaud",3
"R6","Hardviol",3
"R6","Rytilong",3
"R6","Stelpung",3
"R6","Schoapog",3
"R6","Eucamica",3
"R6","Gahnaspe",3
"R6","Eucapopb",3
"R6","Leptbrev",3
"R6","Astrhumi",3
"R6","Ajugaust",3
"R6","Wahlstri",3
"R6","Enchtome",3
"R6","Eucapill",3
"R6","Gonoelat",3
"R6","Eucadaws",3
"R6","Rhagspin",3
"R6","Neptgrag",3
"R6","Galilept",3
"R6","Arisjeri",3
"R6","Solapapv",3
"R6","Elaeaust",3
"R6","Paniquee",3
"R6","Rostadsn",3
"R6","Chlovent",3
"R6","Cayrclem",2
"R6","Clemopac",2
"R6","Commcyan",2
"R6","Eucamacr",2
"R6","Panisimi",2
"R6","Pomaumbe",2
"R6","Pratpurp",2
"R6","Sigeorio",2
"R6","Veropleb",2
"R6","Paspgrac",2
"R6","Dianrevo",2
"R6","Arthmill",2
"R6","Calaerem",2
"R6","Echiovat",2
"R6","Sidatric",2
"R6","Cassarcu",2
"R6","Eucacama",2
"R6","Cynoaust",2
"R6","Eucamolu",2
"R6","Indiaust",2
"R6","Lepipseh",2
"R6","Acacchee",2
"R6","Cymblaws",2
"R6","Senequad",2
"R6","Panideco",2
"R6","Eucalaev",2
"R6","Adiaaeth",2
"R6","Rytiseta",2
"R6","Vachfarn",2
"R6","Ficurubi",2
"R6","Myopmont",2
"R6","Eragelon",2
"R6","Altedent",2
"R6","Rytieria",2
"R6","Sporcaro",2
"R6","Eucacali",2
"R6","Acacleil",2
"R6","Mairench",2
"R6","Dianlong",2
"R6","Vittmuel",2
"R6","Parseuca",2
"R6","Euchspha",2
"R6","Sclemack",2
"R6","Alecolei",2
"R6","Ranulapp",2
"R6","Sporelon",2
"R6","Arunnepa",1
"R6","Rhagpara",1
"R6","Geijsali",1
"R6","Nyssdiff",1
"R6","Acacharp",1
"R6","Lespjuns",1
"R6","Gonotetr",1
"R6","Oxalexil",1
"R6","Ennegrac",1
"R6","Xantjohn",1
"R6","Jasmsuav",1
"R6","Euchjapo",1
"R6","Hibbacic",1
"R6","Poramicr",1
"R6","Solabrow",1
"R6","Arthminu",1
"R6","Bulbbulb",1
"R6","Calytetr",1
"R6","Cypebifa",1
"R6","Hydrsibt",1
"R6","Lagnstip",1
"R6","Planvari",1
"R6","Wahlplan",1
"R6","Galileio",1
"R6","Rytipall",1
"R6","Acacsaln",1
"R6","Careappr",1
"R6","Eragbrow",1
"R6","Violbeto",1
"R6","Eucacale",1
"R6","Cynodact",1
"R6","Rytimont",1
"R6","Capplasi",1
"R6","Erodcrin",1
"R6","Careinco",1
"R6","Opliaemu",1
"R6","Alecsubs",1
"R6","Styptrif",1
"R6","stepjapd",1
"R6","Goodhede",1
"R6","Halohete",1
"R6","Melabrac",1
"R6","Bothbilo",1
"R6","Bulbsemi",1
"R6","Apopanom",1
"R6","Evolalsi",1
"R6","Marsdrum",1
"R6","Sclebirc",1
"R6","Portoler",1
"R6","Leprsqua",1
"R6","Eucadwye",1
"R6","Eucabrid",1
"R6","Acacixio",1
"R6","Goodpinn",1
"R6","Solacine",1
"R6","Tricelat",1
"R6","Carebrev",1
"R6","Rytipilo",1
"R6","Pimecurv",1
"R6","Scleobli",1
"R6","Acaenova",1
"R6","Oleavisc",1
"R6","Bracdaph",1
"R6","Rytibipa",1
"R6","Solafero",1
"R6","Sidacunn",1
"R6","Pratconc",1
"R6","Operdiph",1
"R6","Einapoly",1
"R6","Casslaev",1
"R6","Cheiaust",1
"R6","Goodfasc",1
"R6","Vittsulc",1
"R6","Sclebifl",1
"R6","Eremmitc",1
"R7","Entostri",73
"R7","Diancaer",57
"R7","Lomalong",53
"R7","Pterescu",53
"R7","Persline",40
"R7","Billscan",35
"R7","Lepilate",33
"R7","Allolitt",24
"R7","Themtria",23
"R7","Leuclanc",22
"R7","Phylhirt",22
"R7","Pomaumbe",20
"R7","Impecyli",19
"R7","Corygumm",19
"R7","Gonoteuc",17
"R7","Platlanc",17
"R7","Lomamulm",15
"R7","Angocost",15
"R7","Leptpoly",14
"R7","Lomasila",13
"R7","Hardviol",12
"R7","Smilglyc",12
"R7","Micrstip",12
"R7","Bankspin",11
"R7","Eucapipe",11
"R7","Elaereti",10
"R7","Glycclan",10
"R7","Acaclonf",10
"R7","Acacobti",10
"R7","Lomaobli",10
"R7","Bankserr",9
"R7","Persstra",9
"R7","Podoilic",9
"R7","Goodhede",8
"R7","Gahnclar",8
"R7","Pratpurp",8
"R7","Syncglom",8
"R7","Pateglab",7
"R7","Lomafili",7
"R7","Pimelini",7
"R7","Pandpanp",7
"R7","Dianrevo",7
"R7","Eucacamn",6
"R7","Bankoblo",6
"R7","Xantlati",6
"R7","Melalina",6
"R7","Panisimi",6
"R7","Monoelli",6
"R7","Gonotetr",6
"R7","Lepttrin",6
"R7","Eucasieb",6
"R7","Melaquin",6
"R7","Calodubi",6
"R7","Parsstra",6
"R7","Corymacu",5
"R7","Allotoru",5
"R7","Hibbvest",5
"R7","Arisvaga",5
"R7","Lophsuav",5
"R7","Acaculic",5
"R7","Dodotriq",5
"R7","Macrcomm",5
"R7","Austdulc",5
"R7","Lomaconf",5
"R7","Eucapunc",5
"R7","Schobrev",4
"R7","Cheisies",4
"R7","Baumjunc",4
"R7","Eustlati",4
"R7","Schomela",4
"R7","Pultvilo",4
"R7","Epacimpr",4
"R7","Violhede",4
"R7","Lissstri",4
"R7","Polysamb",4
"R7","Angoflor",4
"R7","Eucafibr",4
"R7","Hibbaspe",4
"R7","Eucapilu",4
"R7","Hibbempm",4
"R7","Poa.meio",4
"R7","Melasieb",4
"R7","Notelong",3
"R7","Tracincs",3
"R7","Melanodo",3
"R7","Acaccomp",3
"R7","Gonomicr",3
"R7","Melaeric",3
"R7","Selaulig",3
"R7","Westfrut",3
"R7","Bleccart",3
"R7","Gahnsieb",3
"R7","Leptcont",3
"R7","Austrudi",3
"R7","Stypglau",3
"R7","Xantpilo",3
"R7","Acacsuav",3
"R7","Eucaspar",3
"R7","Perslevi",3
"R7","Plateric",3
"R7","Ptildeut",3
"R7","Eucamuel",3
"R7","Monoscop",3
"R7","Glocferd",3
"R7","Balotetr",3
"R7","Tetrthym",3
"R7","Eucacype",3
"R7","Hibbscan",3
"R7","Lomailic",3
"R7","Ampexiph",3
"R7","Dichrepe",3
"R7","Lepigunn",2
"R7","Hibbripa",2
"R7","Pateseri",2
"R7","Alphexce",2
"R7","Austpube",2
"R7","Echicaes",2
"R7","Eucabanc",2
"R7","Pultretu",2
"R7","Operaspe",2
"R7","Ceraapet",2
"R7","Gleidica",2
"R7","Hakesali",2
"R7","Leptjuni",2
"R7","Acrodiva",2
"R7","Lasiferr",2
"R7","Mirbrubi",2
"R7","Bursspin",2
"R7","Cyatdian",2
"R7","Isopanem",2
"R7","Micreric",2
"R7","Bankeric",2
"R7","Eucascle",2
"R7","Goodhetp",2
"R7","Hemaunci",2
"R7","Hibbdiff",2
"R7","Eucarobu",2
"R7","Pittundu",2
"R7","Bankinte",2
"R7","Casuglau",2
"R7","Tetrjune",2
"R7","Eucalong",2
"R7","Acacfali",2
"R7","Rytipall",2
"R7","Acacterm",2
"R7","Daviulic",2
"R7","Eucaaggl",2
"R7","Brunpumi",2
"R7","Coryinte",2
"R7","Scheundu",2
"R7","Bossrhom",2
"R7","Backmyrt",2
"R7","Coryexim",2
"R7","Eucasign",2
"R7","Gomppinn",2
"R7","Bankaemu",2
"R7","Pultdaph",2
"R7","Pultflex",2
"R7","Bossobco",2
"R7","Ricipini",2
"R7","Hydrlaxi",2
"R7","Jackscop",2
"R7","Acacmyrt",2
"R7","Callserr",2
"R7","Eucagloo",2
"R7","Goodovat",2
"R7","Desmvari",2
"R7","Hoveline",2
"R7","Leucjuni",1
"R7","Eucabail",1
"R7","Xantjohn",1
"R7","Desmrhyt",1
"R7","Goodrotu",1
"R7","Cymbrefr",1
"R7","Hakeflor",1
"R7","Kunzambi",1
"R7","Xantfulv",1
"R7","Lipaexal",1
"R7","Hakedact",1
"R7","Laxmgrac",1
"R7","Stacvimi",1
"R7","Xanttrid",1
"R7","Eucacarn",1
"R7","Epacpulc",1
"R7","Goodbell",1
"R7","Hakeseri",1
"R7","Poa.sieb",1
"R7","Dampstri",1
"R7","Galileio",1
"R7","Lepiconc",1
"R7","Persmol1",1
"R7","Perspini",1
"R7","Baumarti",1
"R7","Chorcymb",1
"R7","Blecindi",1
"R7","Sticflaf",1
"R7","Liviaust",1
"R7","Breyoblo",1
"R7","Geitcymo",1
"R7","Lepiurop",1
"R7","Doryexce",1
"R7","Eucaumbr",1
"R7","Hibbdent",1
"R7","Eucabotr",1
"R7","Podospin",1
"R7","Xantarbo",1
"R7","Centasia",1
"R7","Eucacons",1
"R7","Gahnradu",1
"R7","Empominu",1
"R7","Noteovat",1
"R7","Stylgram",1
"R7","Crypsubu",1
"R7","Acacconc",1
"R7","Hakemacr",1
"R7","Digiparv",1
"R7","Platform",1
"R7","Synoglag",1
"R7","Kennrubi",1
"R7","Platline",1
"R7","Lepyscar",1
"R7","Eucapani",1
"R7","Causflex",1
"R7","Hibbobtu",1
"R7","Angowood",1
"R7","Leptlaev",1
"R7","Damppurp",1
"R7","Pasidist",1
"R7","Acacsalf",1
"R7","Verncine",1
"R7","Comeeric",1
"R7","Entomarg",1
"R7","Ceragumm",1
"R7","Tylobarb",1
"R7","Eucatric",1
"R7","Eucaradi",1
"R7","Leptmicc",1
"R7","Exocstri",1
"R7","Logaalbi",1
"R7","Lomaglau",1
"R7","Lagnstip",1
"R7","Davisqua",1
"R7","Leuceric",1
"R7","Denhsilv",1
"R7","Lindmicr",1
"R7","Bosshete",1
"R7","Grevmont",1
"R7","Davimimo",1
"R7","Troclaur",1
"R7","Hibbline",1
"R7","Dillreto",1
"R7","Eucaobli",1
"R7","Astrfloc",1
"R8","Entostri",52
"R8","Lepttrin",40
"R8","Hakedact",30
"R8","Bankspin",27
"R8","Pimelini",26
"R8","Dampstri",23
"R8","Lepyscar",21
"R8","Isopanem",21
"R8","Cassglab",21
"R8","Perslevi",20
"R8","Bankeric",19
"R8","Lomaobli",19
"R8","Bankoblo",18
"R8","Monoscop",18
"R8","Corygumm",18
"R8","Platline",17
"R8","Themtria",16
"R8","Lomaglau",16
"R8","Haketere",15
"R8","Pterescu",15
"R8","Lindline",15
"R8","Lomasila",14
"R8","Pateseri",13
"R8","Lomalong",13
"R8","Lambform",13
"R8","Cyatdian",12
"R8","Ptildeut",12
"R8","Persline",12
"R8","Phylhirt",11
"R8","Empominu",10
"R8","Acacsuav",10
"R8","Dillreto",10
"R8","Actimino",10
"R8","Lepttena",10
"R8","Billscan",9
"R8","Causflex",9
"R8","Melanodo",8
"R8","Pateglab",8
"R8","Allodist",8
"R8","Acaculic",8
"R8","Melathym",8
"R8","Diancaer",8
"R8","Eucasieb",8
"R8","Leptpoly",8
"R8","Epacmicr",8
"R8","Eucapipe",8
"R8","Leptjuni",8
"R8","Goodbell",8
"R8","Bankserr",8
"R8","Epacobtu",7
"R8","Gonotetr",7
"R8","Lepilate",7
"R8","Bosshete",7
"R8","Allolitt",7
"R8","Petrpulc",7
"R8","Dianrevo",7
"R8","Melasieb",6
"R8","Acaclonf",6
"R8","Leuclanc",6
"R8","Selaulig",6
"R8","Bracdaph",6
"R8","Angocost",6
"R8","Bankaemu",6
"R8","Lepilimi",6
"R8","Bankpalu",6
"R8","Plateric",6
"R8","Epacpulc",6
"R8","Acacterm",6
"R8","Pomaumbe",6
"R8","Schobrev",5
"R8","Pultvilo",5
"R8","Xantpilo",5
"R8","Eucascle",5
"R8","Gonoteuc",5
"R8","Smilglyc",5
"R8","Gleidica",5
"R8","Burcumbe",5
"R8","Eucaparr",5
"R8","Leptcont",5
"R8","Ricipini",5
"R8","Baecimbr",4
"R8","Gahnsieb",4
"R8","Platlanc",4
"R8","Syncglom",4
"R8","Goodhede",4
"R8","Allonana",4
"R8","Persmol1",4
"R8","Ariswarb",4
"R8","Xantlati",4
"R8","Leptarac",4
"R8","Acacobti",4
"R8","Baumrubi",3
"R8","Spreinca",3
"R8","Petrpedu",3
"R8","Hakesali",3
"R8","Leptmorr",3
"R8","Kunzambi",3
"R8","Callcitr",3
"R8","Gonomicr",3
"R8","Impecyli",3
"R8","Stylgram",3
"R8","Leptlaev",3
"R8","Xantfulv",3
"R8","Angobake",3
"R8","Petrcane",3
"R8","Leuclept",3
"R8","Xantresi",3
"R8","Hibbempm",3
"R8","Eucaplan",3
"R8","Hibbvest",3
"R8","Baeclini",3
"R8","Perstenu",3
"R8","Leucmicr",3
"R8","Xantglau",3
"R8","Hoveline",3
"R8","Anisaven",3
"R8","Ampexiph",3
"R8","Leptrotu",3
"R8","Lomamulm",3
"R8","Lomacyli",3
"R8","Xanttrid",3
"R8","Lomailic",3
"R8","Schoeric",3
"R8","Hypofast",3
"R8","Callpach",3
"R8","Austpube",3
"R8","Leucmela",2
"R8","Conotaxi",2
"R8","Chorspha",2
"R8","Lepssqua",2
"R8","Lipaexal",2
"R8","Melaarma",2
"R8","Isopanet",2
"R8","Ceraapet",2
"R8","Clemaris",2
"R8","Parsstra",2
"R8","Bankmarg",2
"R8","Eucastri",2
"R8","Lepivisi",2
"R8","Gahnclar",2
"R8","Lomamyri",2
"R8","Micrstip",2
"R8","Schomela",2
"R8","Violhede",2
"R8","Meliproc",2
"R8","Hypegram",2
"R8","Vimijunc",2
"R8","Epacimpr",2
"R8","Persoblo",2
"R8","Monoelli",2
"R8","Hakeseri",2
"R8","Leucesqu",2
"R8","Gymnspha",2
"R8","Eucaspar",2
"R8","Xyriustu",2
"R8","Epacpalu",2
"R8","Darwfasc",2
"R8","Perslanc",2
"R8","Aotueric",2
"R8","Eucahaem",2
"R8","Coryexim",2
"R8","Dillglab",2
"R8","Bossensa",2
"R8","Erisaust",2
"R8","Bossobco",2
"R8","Calytetr",2
"R8","Leuceric",2
"R8","Panisimi",2
"R8","Eucapunc",2
"R8","Tetrthym",2
"R8","Causpent",2
"R8","Angohisp",2
"R8","Acaclini",2
"R8","Petrsess",2
"R8","Calllins",2
"R8","Grevbuxi",2
"R8","Grevoleo",2
"R8","Mitrpoly",2
"R8","Ceragumm",2
"R8","Mirbrubi",2
"R8","Bauerubi",1
"R8","Eucaorea",1
"R8","Darwlept",1
"R8","Eurycomp",1
"R8","Baecbrev",1
"R8","Hibbsalc",1
"R8","Bleccart",1
"R8","Boroflor",1
"R8","Callserr",1
"R8","Calodubi",1
"R8","Casspube",1
"R8","Centasia",1
"R8","Elaereti",1
"R8","Entomarg",1
"R8","Epaclong",1
"R8","Kennrubi",1
"R8","Melasqur",1
"R8","Operaspe",1
"R8","Pittundu",1
"R8","Sticflaf",1
"R8","Triscoll",1
"R8","Gahnfili",1
"R8","Acacbuxi",1
"R8","Bursspin",1
"R8","Grevbaue",1
"R8","Exocstri",1
"R8","Hemaunci",1
"R8","Lagnstip",1
"R8","Melalina",1
"R8","Operdiph",1
"R8","Pultretu",1
"R8","Hibbaspe",1
"R8","Hibbobtu",1
"R8","Trislaur",1
"R8","Bosskiam",1
"R8","Mirbplat",1
"R8","Stylline",1
"R8","Persrufa",1
"R8","Causrecu",1
"R8","Leptlive",1
"R8","Melaquin",1
"R8","Damppurp",1
"R8","Acacbrow",1
"R8","Acaccomp",1
"R8","Sporinte",1
"R8","Patelong",1
"R8","Lomafluv",1
"R8","Leptparv",1
"R8","Westfrut",1
"R8","Persstra",1
"R8","Bossscor",1
"R8","Xantmedi",1
"R8","Allopalu",1
"R8","Austdulc",1
"R8","Lomaconf",1
"R8","Leptgran",1
"R8","Amphstrs",1
"R8","Noteovat",1
"R8","Pultdiva",1
"R8","Baecdios",1
"R8","Eucasign",1
"R8","Eucacons",1
"R8","Gahnradu",1
"R8","Darwcamp",1
"R8","Philsals",1
"R8","Eucaligu",1
"R8","Tetrjune",1
"R8","Schoimbe",1
"R8","Rytipall",1
"R8","Sprespre",1
"R8","Gompvirg",1
"R8","Homovirg",1
"R8","Eucanota",1
"R8","Eucapilu",1
"R8","Grevlaur",1
"R8","Hibbserp",1
"R8","Rhytproc",1
"R8","Sowejunc",1
"R8","Olaxstri",1
"R8","Chorfast",1
"R8","Eragbrow",1
"R8","Borofalc",1
"R8","Xantatki",1
"R8","Eucagloo",1
"R8","Xantjohn",1
"R8","Leptspha",1
"R8","Poa.sieb",1
"R8","Woolpung",1
"R8","Bossneo.",1
"R8","Hibbfasc",1
"R8","Micreric",1
"R8","Phylphyl",1
"R8","Arisvaga",1
"R8","Leucmuti",1
"R8","Podoilic",1
"R8","Schovill",1
"R8","Grevline",1
"R8","Persvirg",1
"R8","Dillflor",1
"R8","Almaincu",1
"R8","Pratpurp",1
"R8","Pulttube",1
"R8","Lepiconc",1
"R8","Perspini",1
"R8","Angowood",1
"R8","Gompminu",1
"R8","Tricelat",1
"R8","Baumtere",1
"R8","Baecfrut",1
"R8","Drosbina",1
"R8","Bankinte",1
"R8","Haemplan",1
"R8","Lepifili",1
"R8","Xylopyri",1
"R8","Eucaolid",1
"R8","Bossrhom",1
"R8","Gomppinn",1
"R8","Phylsqua",1
"R8","Eucarobu",1
"R8","Astrobov",1
"R8","Lomafili",1
"R8","Eucabail",1
"R8","Dodotriq",1
"R8","Xantmino",1
"R8","Ochrline",1
"R8","Hibbripa",1
"R8","Stylprod",1
"R8","Euryramo",1
"R8","Grevspha",1
"R9","Lomalong",76
"R9","Diancaer",59
"R9","Micrstip",58
"R9","Dichrepe",57
"R9","Pratpurp",50
"R9","Geitcymo",48
"R9","Pterescu",48
"R9","Desmvari",45
"R9","Breyoblo",44
"R9","Opliimbe",42
"R9","Impecyli",41
"R9","Eustlati",40
"R9","Glycclan",36
"R9","Pandpanp",34
"R9","Entostri",32
"R9","Adiaaeth",31
"R9","Pellfalc",26
"R9","Smilaust",26
"R9","Blecneoh",23
"R9","Allotoru",22
"R9","Entomarg",22
"R9","Parsstra",22
"R9","Rubuparv",20
"R9","Commcyan",19
"R9","Plecparv",19
"R9","Pittundu",19
"R9","Tylobarb",19
"R9","Pseuvari",18
"R9","Persline",17
"R9","Hibbscan",17
"R9","Lepilate",16
"R9","Opliaemu",16
"R9","Clemglyc",15
"R9","Melident",15
"R9","Notelong",15
"R9","Violhede",15
"R9","Echiovat",14
"R9","stepjapd",14
"R9","Syncglom",14
"R9","Backmyrt",13
"R9","Themtria",13
"R9","Eucatere",12
"R9","Glyctaba",12
"R9","Poalabil",12
"R9","Cayrclem",12
"R9","Asplflab",12
"R9","Poa.sieb",11
"R9","Cissanta",11
"R9","Urtiinci",11
"R9","Cheisies",11
"R9","Hibbdent",11
"R9","Sigeorio",10
"R9","Cisshypo",10
"R9","Indiaust",10
"R9","Billscan",9
"R9","Bursspin",9
"R9","Glocferd",9
"R9","Hardviol",9
"R9","Pyrrrupe",9
"R9","Stelflac",9
"R9","Calodubi",9
"R9","Bankinte",8
"R9","Acacirro",8
"R9","Carelong",8
"R9","Clemaris",8
"R9","Hydrlaxi",8
"R9","Angoflor",8
"R9","Oxalpere",7
"R9","Gahnclar",7
"R9","Ficucoro",7
"R9","Gerasola",7
"R9","Eucamico",7
